rhyme scheme	stanza
AABCCB	"Men nordpå i Fiskfjord fikk hammeren skaft,
så fossen fikk bruke sin veldige kraft
til glede for alle slags yrke.
Skjønt best dog av alt var den lyskraft den gav
når solen ved advent sank under i hav,
da brant det med solskinnets styrke!"
AABCCB	"Men ned gjennom Raftsundets sorte kanal
det glimter av fyrlyktens blanke signal,
og ellers er lysene matte!
Langs en stripe av vann under fjellenes hel
inn i viker og poller og mørke gjel
ligger gårder  så ensomt forlatte"
AABCCB	"Men en sommerdag seil for en sønnavinds bør
når fjellbekken glir som et brudeslør
ned over en blomsterdekt klippe.
Da kan øyet som speider fra fjelltindens sne
til markenes helning — hvert husbygg se
som skjult i et blomsterknippe!"
AABCCB	"Og her inne bak tinden i Trollfjordens favn
der ligger mot vester en tønnerund havn,
hvis bergvegg langs strendene steiler !
Men kommet herinn ad det skipsnevre pass
da åpner seg pollen med vidformet plass,
så solen i dypet seg speiler"
AABCCB	"Her var det det stod det berømlige slag,
da fiskerne leiret seg lag i mot lag
og sloss for sin føde og ære!
Derfor kalles det ennu, all tiden til tross
et Trollfjord-slag, når man heller vil slåss
enn sammen å trekke og bære!"
AABCCB	"Og litt lenger mot øst, der hvor varden er satt
som fjæren i Digermulnutens hatt,
der var det et eventyr grodde!
Her strandet hver sommer en hvitfarget yacht
som ankret ved nordveiens nordligste slott
for hytten hvor keiseren bodde!"
AABCCB	"Og ut i det eldgamle skipred og len,
hvor Lofoten strekker sin kjeve i sten
med fjelldrag som rovdyrtenner,
der ligger mot stormen det værhårde Sand,
hvor ingen kan nå fra sin skute til land
som ikke sin småbåt sender !"
AABCCB	"Der ror man vel ennu sin færing med hånd,
og der lever der ennu den fiskerånd
som er selsynt og uten besværing.
For hvor helst man går frem som i rekke og rad
mot en felles sak, men hver enkelt skilt ad,
der gjør man sin plikt som en væring!"
TABCB	"HVERDAGEN
Noe er verst å bære:
hverdagens langsomme strid,
alle de like, lankne timer
som bare er rinnende tid."
ABCB	"Aldri å løpe for livet
i snerrende kuleregn,
aldri få prente på fiendens panne
sin støvlehæls halvmånetegn."
ABCB	"Aldri en skinnende seier
et osende nederlag,
men lusesmå tap og gevinster
hver eneste dag."
ABCB	"Aldri få våge en kamp for
det land vi har drømt,
men viljeløs vandre og vandre,
til ørkenfreden fordømt."
ABCABC	"Som en bøye
midt i havet
ligger tanken dypt gjort fast;
og mitt øye
er begravet
i det bleke lys, som brast."
ABCDBC	"Is på sjøen,
sne på jorden,
døde dage alt vårt liv.
Fart rundt øya,
leg på fjorden:
drøm og dådløst tidsfordriv."
ABCABC	"Som på vinger
adventsdage
gjennom evigheten går.
veggten svinger
halvt tilbage,
halvt imot det nye år. "
TABAB	"STAUPER
Plutselig stod Stauper igjen for mitt blikk
med skjæret hvor vi alltid fortøyde
og brottet som i utkant av sundet alltid gikk
om vinden frisknet til eller løyde."
ABAB	"Og himlen var havblå og havskåren skrek
som dengang vi gutter uten tanke
jaget etter reder og glemte oss i lek
og hørte intet verdenshjerte banke!"
ABAB	"Jeg husker hvor ivrig vi stirret i hver sprekk,
hvor sanseløst vi rodde og strevet.
Og timerne var fløyne og tiden var blitt vekk
nesten som vi ikke hadde levet."
ABAB	"Ja solen var blitt borte og himlen var blitt rød
lenge før vi drømte om å fare.
Hvor smakte da vår kaffe og det hjemmebakte brød
og hvor var alle synerne blitt klare!"
AB	"Hvor vakkert satt nå fuglene som trett var gått til ro
på palterne hvor vi hadde kløvet."
ABAB	"Det bruser derute om skinnende skjær,
det blinker, det funkler og flammer.
Det er som der vandret en strålende hær
herinn over sjøernes kammer."
ABAB	"Og brottene stiger og synker igjen
som neiet de dypt for en konge.
Kong Arthur! Her sitter han høyt mellom menn
som fra evighet har ham til konge!"
ABAB	"Ja drømmen om Gralen, her holder den til,
her har den fra urold til huse.
Og derfor står topperne her som i ild
og du hører en englehær bruse."
ABAB	"For det er ikke brenning, det er ikke sjø
og det er ikke vinden du hører.
Det er alt det forklarte som ikke skal dø,
du ser inn gjennom himmelens dører."
ABAB	"Urlandet er det du ser for ditt blikk
slik det lå i deg selv før du skaptes
og førend ditt øye fikk dette stikk
hvorved du og det hele fortaptes."
ABAB	"Så gjem det da nå til evinnelig tid
som en drøm i ditt innerste indre
så skal det engang stige opp av all strid
som du nå ser det glitre og tindre!"
AABB	"Det bryter dypt og det bryter grunt
og indi bukten går vannet rundt
og maler stenene bittesmå.
Fra evighet holdt det sådan på!"
AABB	"Mot stranden kryper en lund av trær,
forslitt og klippet av alslags vær.
I den står vinden og rusker støtt
og stundom faller en fattig nøtt."
AABB	"Omkring en stenrøs har lyngen lagt
sin brune krans og en brisk står vakt.
Det sies her fant en ukjendt fred,
han drev i land just på dette sted."
AABB	"Og her begravet de så hans ben
og dekket stedet med rullesten.
Jeg tror det snarere er en drøm,
en saga diktet av vind og strøm."
AABB	"Her er så hellig, her er så skjønt
og brisken skinner så eviggrønt
at tanken undte fra evighet
en sjel at bo i slik herlighet!"
AABB	"Jeg sitter her på den glemte grav
og stirrer ut over kyst og hav
og tenker: Er jeg den døde mon
og disse klipper, er de av ånd?"
AABB	"Så klare synes meg brottets sprøyt,
så overjordiske trostens fløyt
som nå fra dvergtreets krumme topp
i sommerstilheten stiger opp!"
ABCC	"Det er umulig at disse ting
til større klarhet kan stige inn;
det er utenkelig denne bris
mer lett kan lufte i paradis."
ABCC	"Ja, jeg kan kjenne jeg våkner nå,
jeg våkner helt og jeg ser at du,
min morgendrøm, er den klare dag
med evigt liv i hvert bølgeslag."
AABB	"Jeg ser mitt rike, jeg ser igjen
det samme hav under himlens spenn
jeg siste gang i et lysglimt så
da jeg med hodet i tangen lå."
AABB	"Og måken skriker i øret inn
den samme hilsen fra sjø og vind
jeg hørte sisste gang som i drøm
før jeg ble broder til vind og strøm."
AABBCCDD	"O brødre, søstre i luft og hav,
kom følg meg nå til min gråstensgrav
og slå om stedet en kjærlig vakt
mens jeg går bort og får ordet sagt,
det ord jeg kom med til denne jord,
at ingen salighet er så stor
som den: beruset av søndenvind
til evig havsus at sove inn."
AABB	"Og så, når sjelen igjen står opp,
at høre trosten i rognens topp
og se det glitre på skjær og flu
i evigheten som nå, som nu!"
AABB	"Med undrende tanker, med beven i sinn,
de fremmede vandtrer i staden inn.
De søker og spør,  ti ingen de kjenner,
men finner tilsist sine jødiske frender."
AABB	"I Frygiens fjell som i Syriens daler,
i storbyens smug og i fyrstenes saler,
så langt som seg strekker den romerske ørn,
bygger og beder Israels børn."
AABB	"I folkenes brogede vrimmel spredt,
i seder og sprog overalt dog ett.
De lyder sin lov, de gransker dens bud,
blandt frafall og synd de dyrker Gud."
AABB	"Såfhar de og her i Pisidien rolig
reist for hans alter og lov en bolig,
hvor stille de samles, hvor hvile de finner
for dagenes strev, når sabbaten rinner."
AABCBD	"fibstvrer de fremmede to sine fjed,
og setter seg mellom de andre ned.
Når loven er lest og profetene tolket,
sender den eldste de fremmede bud:
«Har dere et ord, en formaning til folket,
fremmede brødre, så tal kun ut."
ABBCAC	"Da reiste seg Paulus. Han løfter sin hånd
og ber dem lytte.  Med ildfulle ord
han maler Guds nådes lysende spor,
hans veier og vilje, hans tanker og domme
i slektenes streben, i fedrenes ånd,
fra tidligste år til gudsrikets komme."
AABC	"I levende trekk, med henførelsens glød
han tegner Messias, hans liv, hans død —
hans gjernings besegling, da Herren Gud
ham førte av graven seirende ut."
AABCC	"«For ham skal jorden og slektene vinnes,
alle skal frelses, hvor enn de finnes.
Vi kommer til e der som gudsrikets bud.»
Som gryende vårbrudd, som solglans og sommer,
Paulus' ord til forsamlingen kommer."
AABCCB	"De samler seg om ham, trykker hans hender,
mens øynene tindrer og takken brenner.
Og uken igjennom, ved dag og ved kveld,
de samles som sultne barn til hans bolig.
De sitter i ring og i rad fortrolig
og lytter og ber ham: Fortell! Fortell!"
ABCC	"De trettes aldri! Og neste sabbat
samler seg om dem den ganske stad.
Men jødenes ledere, redd for sin ro,
nå egger til strid mot de fremmede to."
ABBA	"Med rop og med skjellsord, som villmenn og gale,
de truer og håner det hellige ord,
som gudløse bander de hyler i kor,
alt for å hindre apostlenes tale."
ABBA	"Da svarer dem Paulus: «Velan, vi går.
Selv har dere valgt. Guds dom er rettferdig.
Til riket dere akter dere selv ei verdig,
ti bydes det dem som vårt budskap forstår.»"
AABB	"Og hedningeskarer som børn seg fryder.
Lovsang og takk fra hjertene lyder.
Og rundt omkring i den ganske egn
brer seg riket ved ord og ved tegn."
ABBA	"Men jødene raser. De samler til hat
de mektigste menn, de ypperste kvinner.
Med sindig kløkt sine renker de spinner,
og hisser til opprør den hele stat."
ABAB	"Så jages de to fra sted til sted
rundt Lykaoniens bjergfaulle sletter,
og sår overalt den levende sæd,
i savn og i farer, dager og netter."
AABCBC	"Og Herren er med. Det grønnes og gror
som blomstrende forår i hjertenes jord.
Jaget som fredløse søkte de frem
til Lystråa en by blandt Pamfyliens bjerge;
og fikk så i enken Eunikes hjem
blandt gjestfrie venner et fredfullt herberge."
ABBA	"Her fant de i fremmed land en dør
som alltid stod åpen, årle og silde,
her kom de og gikk som selv de vilde,
hit nådde ei ennu forfølgelsens klør."
ABAB	"Her flokket seg om dem så mangen kveld
trette og lengtende hedningesjele,
her drakk de dypt av det evige vell,
og famlende lengsler fikk munn og mæle."
AABB	"Ingen dog drakk med så tørstig hu
som enkens sønn, knapt voksen ennu.
Hans barnlige sjel, hans higende ånd,
seg formet som voks i Pauli hånd."
AABB	"Og mellom de to  den sterke ek
og den voksende ranke, ung og vek
ble grunnlagt et vennskap, hvis dype gløden
i begges hjerter luet til døden."
ABCC	"Inngangen og min fortvilelse i øyet le,
jeg vender ryggen til den usle flokk.
Jeg ved det vel, når tvilen er så stor,
da er dens kaos svanger med en jord."
AABB	"Nå ruller toget inn blandt mørke fjell,
det er alt natt, det er ei mere kveld.
Her ligger sneen, larmen bruser lav,
og her skal ingen reisende stå av!"
TABCB	"VED NANSENS DØD
Så sluknet han, i vårens lys,
og stille lå han, blek og stiv.
Men i den stund da alt ble stumt,
steg smertelig en sang om liv."
ABCB	"Der løftet seg fra landet vårt,
fra nakne skjær og sølvgrå hus
og unge akres lyse vekst,
et overjordisk vingesus."
ABCB	"For drømmen om ham i vårt sinn
sov stilt som hvite fuglefjell,
men da han døde, steg et brus,
som fylte hav og land mot kveld."
ABCB	"Han som vi elsket, reiste seg;
hans ungdoms dåd, hans manndoms glød
falt på vår sjel som vårens sol,
og alt var liv og intet død."
ABCB	"Hva døden krever, gav han før:
for den som setter livet inn
mot is og natt og undergang,
dør døden i sitt eget sinn."
ABCB	"Men gjennom tåkeheimens gru,
hvor stormen føk og mørket seg,
brant mannens vilje som et lys,
og natten falt, men lyset steg."
ABAB	"Slik har han verget seg med lys,
på dødens mørke vei mot nord,
men lyset ble en verdens lys,
da han igjen så hjemmets jord."
ABCB	"En regnbue, i tårer brutt,
ved kornets gull og gressets grønt,
en flamme av barmhjertighet,
fordi hans liv var ungt og skjønt."
ABCB	"De fjerne folkeslag i nød
kom hungrende og nakne hen
til flammen, der den ensom brant,
og de har varmet seg ved den."
ABCB	"Og i de unge mødres nynn
og barn i lek, langs Volgas siv,
er han, den døde, ennu med,
og smilet deres er hans liv."
ABCB	"Men vi, hans folk, skal kjenne ham
i drøm og dåd og øynes glans
mot det han elsket; akrens lys,
de fjerne snefjell alt er hans."
ABCB	"Nå er han død. Nå lever han
som våren selv; for hjertet vet
at bare han som gir, har liv,
og bare han har evighet."
TABAB	"EN BAUTA
Din strid er endt, du korsets store tjener,
støv er din kappe, smuldret er din stav.
To store tidehverv ditt navn forener;
men ingen saga tegnet oss din grav."
ABAAB	"Ditt liv var løvspring over øde fjelle,
i verdens vinter var du vårens flom.
Du stod som høvding mellom døgnets trelle,
som uglens skrik mot solens gylne velde
så var mot deg din lyssky samtids dom."
ABAB	"Men tiden skiftet. Snart på ærens tinde
du fikk din plass, forgudet, stor og fri.
Berømte templer reistes til ditt minne,
og store ånder gransket ditt geni."
ABAAB	"Ditt hjertes utbrudd, dine breve, taler,
ble stoff til lerde skolers bitre kiv.
Din tro, din strid, din angst og dine kvaler
ble trappetrin for mangen åndløs praler,
et fag, en sport, et lettkjøpt tidsfordriv."
ABAB	"Du ble den store sfinks, hvis gåde næret
fortolkningskunstens støvbjerg, lag for lag.
Kun få fornam den ild din sjel fortæret,
din lengsels puls, ditt varme hjertes slag."
ABAAB	"Vel var du ørnen der mot himlen svevet
og suget evighetens klarhet inn,
dog var du mennesk et, hvis hjerte bevet
'i samklang med den ringeste som levet,
og frydet deg ved smilet på hans kinn."
ABAB	"deg selv og ditt med ødsel hånd du ødet.
Din pannes adel var din mesters id.
I ofrets ild din viljes stål var glødet,
ti stod du rank og fri i døgnets strid."
ABAAB	"Jeg ærer deg, fordi du villig bøyet
din steile ånd for korsets ringe ord. 
Fordi du så Den største inn i øyet,
og verdens hån for verdens redning døyet,
din mester lik — se derfor er du stor."
ABAB	"Slik så jeg deg. Fra fortids fjerne strande
ditt bilde lyser over slekters hav.
Ti flettet jeg med glede om din panne
min diktnings krans med takk for hva du gav."
ABAAB	"I sjelens dyp min sang har sterke toner
å gi den form var tidt min hete bønn.
Akk, sjelden lyktes det. Men hvis den kroner
den herligste av jordens millioner,
så vant jeg dog en sangers beste lønn."
AABBCCDD	"Hinsides Jordan, hvor Døperens tale
fordum gav klang i kløfter og dale,
der, hvor han modig som kjempen stod
og manet med kraft sitt folk til bod,
ei langt fra den borg, hvor livet han gav,
og vindene sukket i gress på hans grav,
der gikk nå hans Mester, til døden viet,
blandt øde klipper som rundt ham tiet."
AABBCCDE	"Der søkte han sannhetens dybder å klare
for sin svake, famlende venneskare.
Han sådde den sæd, hvis frukt skulle bølge
fra slekt og til slekt i årtuseners følge;
han tente den lovsang, som sterkt skulle tone
fra pol og til pol, fra sone til sone;
der staket med korset han veien ut
for villfarne skapning til nådens Gud."
ABAB	"Jaget som vilt av de rasende prester,
fremmed og fredløs på fedrenes jord,
langt fra Jerusalems strålende fester
søkte han ørkenens ensomme spor."
AABCDB	"Ensom? — Akk nei, også herute flokket
folket seg om ham, så nesten de tråkket
hverandre til døde. Og skjønt han var trett,
trett av den slekt som søkte sitt eget,
trett av det folk, som sitt kall hadde sveket,
var han dog alltid til hjelp beredt."
ABBAC	"Hans hjerte blødde ved folkets kår:
utsuget og narret av griske hyrder,
bleket av savn og bøyet av byrder,
vansiret av laster, sykdom og sår,
tvilende, trællende, blindet og sløve."
ABCC	"Visst var han trett av hat og bedrag,
men glemte, for folket, sin egen sak.
Hvor var han glad og vel tilmote,
når svakeste siv han fikk bragt på fote."
AABBCC	"Aldri så myk og bløt var hans røst,
som når usleste kryp han fikk bringe trøst.
En dag da han stod omringet av slike
og syntes i ett og alt deres like,
spurte med hånsmil en fariseer:
«Når kommer ditt rike, o Nasareer»"
AABBCCDD	"Svaret falt hvast, det bet som stål:
«Mitt rike, rabbii med annet mål
enn ditt må måles. Mitt rikes norm
er ei kappens snitt, ikke skallets form.
Der ropes ikke: se her! se der!
det glitrer ikke av spyd og spær;
der høres ei larm av trommer og horn,
men lydløst det vokser som aks av korn."
AABB	"I lønndomsfull jordbunn det spirer og spretter,
grønnes og gror i dager og netter,
rinner som treet av frøkornet opp,
løfter mot himlen sin kronede topp."
AABC	"Med enhetens lov i formenes mylder
det vokser og vokser, til jorden det fyller,
brer uten grenser grenene ut,
gir skygge i solskinn, gir ly i sludd."
ABBA	"For hjemløse fugl med blødende bringe
flyter dets safter, modnes dets frukt,
og stolteste ørn på dristigste flukt
mot kronen senker sin sterke vinge.»"
