sent_a	sent_b	rhyme
og det du fremst i kampen bærer.	det du av alle sterkest vil,	0
Får vi takt i noen hundre,	får vi takt i noen tusen,	0
ingen deg skylder, alle deg krever;	hjemløs vil du jages fra sted til sted.	0
Når det gjelder ham, ei lenger	Over Davids hode henger	1
den trossige, den farlige forræder	er kommet. — Og med samme kraft som før	0
når solen rant den blide søndagsmorgen,	var sjelen trett, var ukens byrde tung,	0
Hen over breens fjerne sne	som tusen harpeleker !	0
Jeg elsker dette mørke med alt det har av glans	og stjernedypets uhørte skatter.	0
Han som strømmen skulle lede,	fylt av nidkjær, hellig vrede,	1
Men ingen av oss,» så føyer han til,	«skal tenne vårt offer med vanlig ild.»	1
de mange buelampers hvite skinn.	En klokke slår den annen time inn.	1
Atter har hin usling listet	seg på deres grunn,	0
selv stod han vakt ved min side.	da var det en fryd å stride.	1
«til sankthans	«men siden vet jeg lite om hun fletter sin krans!»	1
og løftet seg mot sol og sank igjen som havet.	var dypt og godt på havets bunn begravet.	1
Trygg han føler kampens spenning,	Heller ei som jaget fugl	0
og mumler stolt: Nei pinedø om Kalsen er non fange!	Han brakk nok begge benene, men står på sine ord.	0
"""Han husker Jakobs ord."	blandt fjellene i nord.	1
Fugler hilser deg fra gren,	luften blir mere ren,	1
Faraos berømtte slott.	Gang på gang med fryktløs harm	0
i kampens time aldri står alene.	Så styrker han sin tjeners trette hender,	0
I førti år han bar sin krone,	fikk kraftig vokster alt av godt.	0
«Jeg kan ei, Herre! Vredes ei	Legg byrden på en annens rygg,	0
gjennom natten, tett og sort,	og et heftig tordenskrall	0
Skal han aldri mer få lytte	Skal de aldri mer få knytte	1
Man undres over at vår statsforfatning	som jo skal skjenke oss fornyet liv	0
og være med å skape sine drømme.	kan våre egne lengsler veldig strømme.	1
var jeg jordens største kvinne.	var jeg sansesløs av lykke,	0
mens kongen, tung i sinn,	i teltets skygger inn.	1
Vesper det ringer, i rødmende luft	kirkenes hellige halvmørke bredes,	0
hvor all livets blomstring visner.	Dette syn ham gjennomisner,	1
som skjult i et blomsterknippe!	til markenes helning — hvert husbygg se	0
som sin rikdom underfull	bytter bort for malte stjerner	0
så så jeg like til verdens bunn.	i hånden opp som et hellig funn;	1
Derfor, om enn dødens gru	Så blir verdens synder sonet,	0
ennu den sitter; men i tider hårde	I brede bygder på de store gårde	1
og stamper i sølen, for kaldt er det så det forslår!	Jeg synes jeg ser dere, venner, hvor ranke og vakre dere går	1
Og doktoren lytter til hjertet som slår	Å være beredt på det tyngste er best,	0
at sjelden den smurtes av åndens talg,	så var på hine kanter slett intet valg:	1
Jøder, uten jødens skikke,	høvdingen i embedsskrud,	0
på marken sitt daglige brød.	det ord som Herren ham bød:	1
stirrer på stuens liv.	med makt til det evige bliv!	1
For hele folket var som besatt,	Men skjønt de talte til dag ble natt,	1
Å lykke, når verset blir til!	Det stiger av damp	0
Over bjerget skyen henger	av og til et lynglimt sprenger	1
at se et skip om våren stå	mot fjerne hav og havne.	0
Men det er lenge siden slik en drøm	fikk svi i dem.	0
Derfor må dets arv betrygges	gjennom lovens tavleskrifter,	0
hvor krefter, som er stort i gjære,	i tidens munn  ved Herrens hånd.	0
På gløttbotnfiske med pigglodd og snor	Ja, der kan du se i det speilblanke vann	0
seg søker skjul i skogens ly	hvis sjelens vunde helt skal gro.	0
Familien våkner, flagrer om så vide,	har den sin yngel stille lagt til side.	1
Han kravler opp i vinduet, slår neven inn i ruten	så glasset raser singlende mot gårdens støpte sten 	0
Fra dødstimens bleke brorskap skal de gå inn i vår fred.	Kanskje det samme hjertet som kunne ha gitt sitt blod	0
sitt dekke over by og land.	Vi senker deg fra murens rand,	1
Når ålen om høsten går ned fra grunn,	når morilden lyser i alle sund	1
i sannhetens armé.	Fra dette land, fra fjerne land	0
De synes å ligge i stadig krig,	Jeg undres om én over alle regjerer?	0
kanskje kan du vise veien.	Ordene vil gå,	0
ville jøkler splitter skyen ad.	Men i styrkens belte	0
den kalles langs kysten skomakerens laks,	det kan du til gjestebuds sette.	0
Unødvendig frykt — hans tunge	mæler ei det minste ord.	0
Takt, takt, pass på takten,	får vi takt i hundre tusen,	0
Snart er du like bleik som en av oss.	bli like rød som vi av hat og tross.	1
Ensomhet! deg pleide prise	Du er edle måls forfekter,	0
Og som ensom vandringsmann seg gleder	som de gode venners kjære gjest.	0
du reiser til Miinchen før bladet er vendt,	her finner du prisen på lina.	0
nå minnes de alt gjennom tårer!	om hjembygdens kirke og gårder !	1
skjærende hvite ild	brennende stolt og vill:	1
Med en smule kvinnelist	«Nå, min venn! Jeg tror forvisst	1
Oldtidens manende rune	tyder hvor du tok din kraft,	0
«Nasareeren Jesusl» er vaktens svar.	Da lyder hans røst som fagre toner:	0
i bolt og jern i fengslets skumle vrå.	Hva hast har vel en frekk forbryters dom? 	0
åpnet seg livets kilde.	hørte jeg ord så milde.	1
til harpens klang din pris som før.	Og jeg vil lære folk ditt ord,	0
når vårvinden bøyer deg inn over meg?	kan noe på jorden vel liknes med deg	1
brudens trette hjerteynken,	spede barnerøsters klynken,	1
på ny sin vei til enkens dør.	I dødens kolde, bleke drakt	0
Nei, fremmed frukt gror alt på Norges vang,	og fremmed visdom i vårt norske nemme.	0
For denne gass-tank hører med i bildet	av livet mitt de første unge år,	0
og lette seg fram i det sjungekor	Så sang han seg inn i den klokkenes ring	0
Og alt hva for falske brødre han døyet	Og alle de sorger hans skuldre bøyet!	1
Barnabas, den gode, sanne	«trøstens sønn» fra Cyperns strande,	1
mens bruket i dypet til storfangst går,	Du regner hvor fisken i flolaget står,	1
Av Davids sønner står den unge	å løfte kongens spir, det tunge,	1
Fra sjel til sjel den nye verden bevet	når solen rant den blide søndagsmorgen,	0
En himmeløy kan med sitt hildrende syn	til tanken forløst fra de jordiske bånd	0
får vi takt i noen tusen,	en og annen låner øre;	0
«Drept han ble, og jeg så derpå.»	«Han drap far, og jeg så derpå.	1
dagen som døptes i ild og blod,	flytt over alle fra godhetens gjemmer.	0
De løses fra pelen. Men ikke til fred.	Kun for å slepes til fengslet avsted.	1
uten kraft og uten mandig tanke	for dem var fjellet en turneringsskranke.	1
Bli kun i meg, og ånden sterk	skal føre dere frem til de veldigste verk;	1
Den blomstrende kvist av Davids rot.	For selsom likhet! — Guds blødende lam,	0
går mellom krykker og matter og bårer,	blomstrer som barnets på moderens skjød.	1
Så saml oss da! vi er parat	Hans isblikk vender seg og ser:	0
Her suser sjø, her bruser vind	og lange dragsug går ut og inn.	1
Han har søkt deg sårt og lenge.	Stemmer alle gledens strenge,	1
Vel tigget det fred av en fremmed makt,	men aldri Jehova glemte sin pakt.	1
Men jeg sier deg, der bodde en ånd i dette slør,	når blott kreftene har lagt seg til hvile.	0
må være bekranset og ung og skjønn.	nå skjøttes hans hverv av Astarte og Baal.	0
når fjellbekken glir som et brudeslør	ned over en blomsterdekt klippe.	0
som om nogen	kan den verge	0
Hvor vet hun det fra?  Det måtte vel først	bevises.  En hemmelig angst meg nager,	0
Også nå brast fangens strikke.	sverger over ofrets flamme,	0
Men intet av det var tilbake	som kunne ha bragt meg trøst,	0
en torsk som i formen er storskreien lik,	med bukfinn og skjegg på sin hake.	0
og lytter og ber ham: Fortell! Fortell!	de samles som sultne barn til hans bolig.	0
Slik kryper de på maven frem	og fører kamp med fynd og klem	1
Hører du meg nu,	Ordene vil gå,	0
så ser du først Skrova med blink i det blå,	Men høit over lysglimt som vinker til bys	0
Gamlingen rusler på stranden,	engang har vært den peneste.	0
nå baklengs mer? Nei, år for år	hvem makter vel i veien trede	0
har David funnet vern og hvile,	Der, hos sin faderlige venn,	0
Dugg jord med gråt, strø aske i ditt hår,	la ørknens tomhet fylles av din klage.	0
og tankens kvaler fant hun navn.	For sjelens lengsler, hjertets savn	1
er er et glimt av morgenrødens flamme,	der kraftens spirer i det indre gror	0
Og nå, når folkets mistro først er vakt,	å gjøre godt, å hjelpe og å lindre.	0
Det var dog en uventet vending, min santen	må flokken varsomt og sikkert trykkes	0
Dere skal se at den kulde de gav,	dugger av	1
Disse menn med åndens glød	stod de,  svake, men dog sterke,	0
Så gir han dem avskjed: «Gå kun, dere er fri.	rabbinerens ferd de slett ikke forstår.	0
inn hvor i drømme du går.	dekket og trenge	0
Guds tankes klarhet fra det høye	Men var enn blindet tidt hans øye	1
Velkommen vår sommer bak ploger av gjess,	og slå over bakkehellet !	0
mellom guder og gudinner.	deres gudehær er stor.	0
som stjerner på Guds himmel,	med lysglimt over fjærens sand	0
Og jeg vidner, intet har jeg sparet;	jeg er ren idag for alles blod.	0
vil med vold og makt	når dets nag blir vakt,	1
hva i dagens løp skal hende.	taltes om og gav tilkjenne	1
og Øyet ingen utsikt får,	da er det helst din ånd er oppe,	0
Kun et smil hans lepper kruser,	der han høy og rolig står.	0
Ja, Kalsen er på veien hjem. Han brøler så det klirrer	i vindusruter helt tiltaks i gårdene omkring.	0
har fisken i sjøen sin hemlige gang,	Der svinger han sporden og spiler sin finn,	0
Hans fot er sår, hans tunge brenner,	med senket blikk og bøyet gang;	0
som spant ham så fast i sitt spinn?	Hva var dog de ømme	0
han for av sted på ski som vind	og strøk dens fjær og gav den mat	0
og de roper«Dere menn, hvorfor gjør dere dog dette	med iver formanet og talt dere tilrette?	1
Stille, han kjente en eneste havn:	familie-livets forsoner!	0
Gå så villig hvorhen Gud dere sender.	Syng hans pris ved kveld og morgengry.	0
Trosser over bjelkene ringler seg i bukter	som slanger over stammer.	0
og tabte seg mot nord mellom havnebyens huser.	men kun fikk reist sitt hode for i skyggene at dødes.	0
Over verden, som i blinde	stråler nådens morgen ned.	0
hun har kun sans for sitt elende,	Ei merker hun det store følge,	0
Som solen synker hist ved havets kyst,	slik Gud sin tjeners sjel til hvile kaller.	0
De fjerne veies trær tog til at vandre,	Da sås i øde egn ei mann, ei kvinne,	0
folk tilfots og folk tilhest,	på en flyktning, lagt i lenker.	0
deg min makt og mitt behag.	sorgtung hu mot lys og dag:	1
når solen fra øst møter opp med en dag!	på veien til Moskva, Paris eller Prag,	1
men tvett meg du, så blir jeg ren.	Min synd meg alltid står for øye,	0
Så tegnet Jesaja Jehovas tjener.	For selsom likhet! — Guds blødende lam,	0
når ut det sendte dets frelser-mann,	Et enkelt hjem bar så titt et land	1
Den nordiske løve, den gamle grå	gallions-figur,	0
at det både kan styrke og bøye	Her ligger det blått mellom nyker og vær,	0
hvor det hete sandstøv tretter.	mellom murer av granitt.	0
det skulle ligge høyt og sees godt	Den natten bygget vi et drømmeslott	1
Nabot? Han er vel forvaret.	uten skrupler, uten snakk.	0
Og la meg i sangen vi' deg	de hedeste av mine ord.	0
hva stort han bygger, går og i grus.	Med seir fra Moskva til Kartagena	0
jeg samler små sanger lagt inn i mitt bind,	Mens havgolla stryker så sakte herinn,	1
Av vareballer flår man seildugshammer,	De fjerne verfter blomstrer opp med flammer,	1
på blomstene over på motsatte siden	som en der har våknet og brått ser at tiden	1
Ennu mens korets lystige sanger	kommer kong Achab med ilsomme trinn	0
Jeg går til en vårblomst og ber om litt glede	ja, nå er jeg ydmyk og nå er jeg rede	1
ei kunstens glitter, tankens fine spinn.	Hans tale var ei viddets glans og skinn,	1
Og alt hva for falske brødre han døyet	Og alle de byrder hans hjerte bar!	0
som langsomt lægger broer fra himmel og til jord,	Det flimrer og det flammer, det former seg til ord,	1
hundreder av dem jeg bragte	Og når Jesabel lot slakte	1
Men når man sitter med en Eisenfresser	når det er vidd i larmen eller skosen.	0
Og under enkens smertestønn	han sier mildt: «Gi hit din sønn !	1
i øst en mektig tinderad,	Fønikiens, av urgrå elde	0
røtter i slektenes morgen; de falle,	Evighets avkom og frø er vi alle.	1
For bjerkene her ved broen	på alt som bar navn av vår	0
de mørke bryn, de vrede blikke,	men ikke mer. Ham engster ikke	1
Her reiste man kirken igjen på sin tuft	hvor hen du i landet så vandrer.	0
og blod og sved,	Men ingen fred	1
si, lyder slik du lovens bud 	«Utskjeller du Guds offerprest?»	0
Mens luften er sval i dagens gry	det frodigste gress han finner.	0
sjøen som i drømme lå —	himlen skinnet blank og blå,	1
Og hvergang jeg følte den mot min hånd	tenkte jeg: Også du lille	0
som har aldri visst det bedre	enn hvor slike ord ble sagt,	0
Du hadde klaget over de brutale	vi fattigdommens kårne som må bale	1
Se, det er minner, strålende og kjære,	men intet bilde i den store drøm	0
ti som løpeild det farer 	Alle kun det en enser,	0
Den sanne kraft bor kun i Norges klipper,	en bom for tyske, danske disipliner!	0
sålvit forvisst, at livets spinn	dog flettes smukt i veven inn. 	1
nå vet jeg visst, fra denne stund,	at Herren taler ved din munn.	1
Nå jeg vil Din dag skal rinne.	Nå må deres bundne sans	0
som i timevis stod her ved dens side.	i samme gamle ordløse kvide.	1
Der ropes og virkes av voksne og barn,	til storbåten fylles i rommet.	0
Og Hennes Høyhet sukker: Det er Lise.	sitt grep i gjerdet: Jeg må inn og spise 	1
Våkner jeg en dag til ny forvandling	reiser jeg meg til en annen handling.	1
De samme bøker, de selv-samme tanker,	som lærer etter lærer på kongelig forordning	0
Vel møtt! I bølger hvor vi flyr,	og hav er du forlatt	0
Og rundt om huset ble det snart en have	Det var som om de fikk en kostbar gave	1
derfor kan ei frihetsropet vekke	før det fra folkets hjerterøtter klinger	0
det siste blad i skjebnens bok er vendt.	Hva hast har vel en frekk forbryters dom? 	0
må tape seg i vårens sympati	hvor finnes her det sære kogleri,	1
de betyr at han dukkes på ny i den strøm	som skal bære ham langsomt igjen mot det høye.	0
Til dalens folk hun drages titt	og går blant dem med lydløst skritt.	1
Men tyrannens svøpe lite frukter —	Akk, hvor grumt han enn sitt offer tukter,	1
alle dens fugler gynger,	som du så trøstig gynger.	1
Så ble han husbond, mann og far.	og voktet gjeter, kveg og får.	0
men temte dog sin vredes kraft	og drev sitt spyd med odd og egg	0
opp på den berømte høy	Paulus føres under latter,	0
Nei, fremmed frukt gror alt på Norges vang,	vant vi da ekte norskhet i vår tvang?	1
stod enno der et kort minutt.	men temte dog sin vredes kraft	0
deres jammers dype ve.	vise dem, det m å så skje.	1
ham kan ingen innesperre	under lave templers hvelv.	0
og vever hele strandskogen inn i et spinn	av skumperler, formet i flukten.	0
med berger av mat over klipper og strand	og passe sin plikt og sin næring.	0
«Det lovede land er et herlig land,	og en kjempe i jern er hver eneste mann —	1
fra seirens besungne strand,	og fjernt er det lovede land.	1
Verdens svar er verdensdommen.	ut han førte ham fra døden.»	0
så hadde De nok ganske glemt den tiden	Hr. souchef! Det er meget lenge siden.	1
Med smil og tårer, med sinn og sans	og stirret fortapt mot fjellet.	0
blandt Midians hyrder, kveg og svenne,	Og under Herrens vise tukt	0
Hvor er forhenget for denne scene,	med dette mareritt tre skritt fra meg i det tomme,	0
Hans uredte ytre, hans grove drakt —	i profetens hånd til et kongespir,	0
og hentet elg og reinsdyr inn,	han for av sted på ski som vind	1
Jeg vet ikke hvem det kan være som spiller hver eneste kveld	i svimlende hvirvler, med hissig og huiende larm	0
