0	1
hæl	løvet
smertens-tid	lo
drømme	viden
tro	tåker
kløfter	Hermonjetten
sild	pryd
stod	føyer
leir	bringer
frukt	strå
jul	kirke
åssen	fløtt
frekk	knoppen
hus	drøm
gikk	fat
sparet	stod
lys	spinn
bringe	skumme
dømmesans	Gud
bunnen	daget
skjøt	stavn
små	Helena
lek	steg
ved	tett
tomme	klippeblokk
stå	forferde
i	palass
griller	sider
slår	vilt
strømmen	by
Pan	stjerneskinn
drakt	skrud
prester	inn
år	fritt
kjed	brede
blidt	hviner
tror	siste
viden	drott
rager	vei
rop	fornekter
merk	samle
dans	gynger
vende	bygd
meg	gru
kledt	sanne
Gud	vunder
minne	sterk
rune	kraft
saltarell	forsoner
befolkning	planer
hus	evighet
vondt	vår
hånd	død
kyr	din
29,8	seirer
tørke	fugle
skride	rand
hjul	smell
den	by
vilje	fant
største	sett
brønn	ned
besværing	rad
slaver	tror
hop	alene
tider	forgylle
ned	hender
bytte	klang
imorges	vær
brann	Cades-Barnea
inne	bånd
kokt	søtt
mot	gikk
gamling	sanger
vanker	så
hei	daler
stang	C.-sentenser
engang	brenne
en	panne
sønner	ånd
mann	strid
skimtet	ord
stråleflor	forgyller
sønn	gjemme
forfektere	fortapelse
preget	ro
hånd	strid
rinner	slår
had	drikke
skjære	fold
hurra	..
stunder	vann
bil	kamp
opp	ånd
hunger	år
send	stor
spiller	glider
vinnes	kammer
lengte	kan
pleie	venn
fest	bas
tilbake	klynger
sett	bærer
du	myr
fot	saler
fly	duften
snare	rundet
døv	drømme
glemte	pris
arme	bære
rikt	stevner
stund	åndedrag
øy	disk
gikk	dum
sans	løvet
kaldt	masker
garantier	kraft
virke	gro
ord	art
ung	støv
ål	enger
fugl	kavet
ned	begravet
slikker	slavemoral
iver	spilt
betagen	nær
bad	glass
fri	stjerner
frekk	lakeien
stekte	sang
danserinner	gave
veier	det
over	sving
såret	lett
her	gold
brann	samme
erstatning	tidsfordriv
skuten	sten
sten	igjen
vold	vinge
meier	kne
vinger	hvor
blånen	sne
rett	land
rettes	kant
kropp	saksen
krone	betendt
tide	til
tinder	trekk
sunn	bedre
skjer	blinde
slag	melde
kort	drøm
hender	bror
forstøte	higen
godt	brede
skrik	grumme
dag	elde
morgenblånen	stjernebilder
kredense	natt
lyset	her
gru	makt
Soldaten	luft
frekk	toppen
lune	skaft
tolket	skarer
grunne	forpakter
bygge	stor
se	skrevet
brudehuset	gjeste
sover	ly
satt	ned
finner	kvinnelist
kretse	slår
mannen	frede
synge	tro
iler	lett
hest	terminer
fot	når
strid	andre
finner	bragt
dyst	bukt
sky	kull
land	faller
bronsestakittet	fred
ved	ætt
borte	slør
behag	kort
humør	klaret
Gud	hører
skylles	skum
høvdingånd	fornekte
egn	skogpaulun
hjerteynken	skavler
bue	brem
hell	kveger
tang	stier
på	bakker
krøp	strender
dager	bred
sage	skjønnhets-velde
eierett	jord
sterk	stande
fold	skuer
affærer	regjerer
verd	tre
haver	brud
tinning	plan
bønner	hinket
tar	skipper
sjelevrimlen	skuer
søtt	diekryst
gledesstrøm	står
falle	bølgeslag
opp	til
gaten	rennesten
gror	bjerge
høvedsmann	frekke
gjest	beskytter
ørn	prakt
miskunne	bevare
topp	silde
tekst	skulder
traff	lyst
inn	ulv
nært	ser
fornemmer	forsann
skatter	retning
skatt	vandringsmann
fisk	bu
dag	melde
gave	takk
sti	klar
tonerekke	bringer
bønner	blind
fengsel	laurbærblader
inn	hende
SANG	mur
snare	selv
brutt	ynde
vidje	spent
kledt	panne
til	ler
på	stund
skritt	ly
glede	prikk
råd	blide
forklare	stund
ord	munn
susen	grus
smuler	brød
hår	mild
dikt	stevner
spratt	dansen
skride	trøst
tegn	dammer
svake	tjene
leie	opp
slitt	kvaler
hjerteynken	nød
dernord	kysten
bud	flid
latter	sammenføyd
sne	fjord
rinner	brenner
due	fred
fold	buer
høvedsmann	dekke
pine	pakkbodliv
slutte	vær
solen	god
fjelle	opp
fange	strømme
plett	jord
spill	tier
natt	støvet
bånd	spor
havn	pass
miner	inn
sinne	krone
argumenter	tidsfordriv
skjul	vekt
lend	plan
lam	drott
skje	raseri
lyser	bryn
kveld	eim
flammer	laget
vær	sky
kanhende	forvisst
sjakt	musikk
befester	sterk
åndedrag	fant
storm	fornekter
rad	...
gang	stier
stopp	sei
dammer	vind
speil	stirrer
luer	deri
ei	brenner
brøde	gjeld
kommando-ord	Danebrog
frost	bord
gåde	ord
nasjonalteater	tramper
være	til
fløytespill	smile
skjønn	skral
hvile	skygge
legge	seg
Sillejord	ville
rider	jetter
fromme	sinne
Gud	gry
knuger	spår
makter	kongestor
nær	glipper
være	skaper
står	sprenge
fugl	skvetter
klar	strålebad
mer	komme
grøde	fred
stor	mylder
stavn	lange
slår	rand
slag	tross
betatt	fjorden
skinn	bære
søndagsmorgen	tung
pretorer	drage
slukter	skinner
farer	folk
kanter	svever
skrives	Israel
prise	bære
fjerner	havner
henover	just
skåler	annen
blomstersjeler	buer
Borgen	tilende
alt	har
skaffer	kan
sånn	kvelder
stiger	Undrende
peiler	mann
hul	fjære
i	glass
funnet	spinn
viden	slekt
helsebot	ski
muld	besatt
skjorte	tent
Beveget	tro
til	forsoner
hender	vel
funkler	toner
att	gled
helsebot	kan
menn	ranker
ære	slåss
sjel	møte
gro	skjød
tid	bønner
våken	stund
svar	vende
vår	jorden
ve	skam
Harmen	vilde
røre	gull
munn	fanget
sanden	sildring
svinge	hatt
stråtak-hytte	æressol
på	glede
bryter	skuer
blod	borg
hatt	slott
går	guddomsmakt
kommer	slår
dugget	skulder
gå	befaler
nød	skavler
jammer	fornemmer
bakker	brinker
velde	kort
bånd	mor
slaver	slavemoral
gav	oss
behag	vise
loser	blå
vidunder	meget
gullet	der
risse	morgen
skjær	sporden
gang	menn
skrammel	verdt
best	alle
himlen	duer
skjer	hus
vinger	tilbage
gnaver	panne
hviler	skranker
munn	sol
lise	vuggemei
stråleglans	herefter
lever	verk
skrifter	bokstav
bord	vår
skrud	makt
gjemmer	følge
stunder	eget
evner	raft
hjerne	bløt
engang	dag
seder	jord
nu	kort
overflod	glemmer
sæd	netter
nede	hvelv
SANG	går
bre	strand
røst	avsted
glede	legg
glødet	id
stund	oksepar
flagg	ned
den	løs
strandblomststjerner	søm
bestå	venner
Knut	seil
inn	over
båret	bære
betrakter	veven
døde	tankespinn
øye	fast
veien	Gud
ravneunger	havner
sist	land
tak	lå
prakt	buer
toppe	jager
navn	sjøer
fornyer	bakken
stengte	omkring
kor	tang
skodden	inn
jente	mann
vinger	år
beholde	ny
vær	ro
lurer	hånden
krabbe	kinn
forblive	Gud
stunder	bryn
prakt	tre
døden	dag
Proletaren	damp
stund	dumt
nomader	hjorder
små	var
kirken	fart
stav	leie
selv	skjær
hvilested	forstod
besøkte	vinne
sorgen	kvad
flid	bane
vande	forårshimmel
bris	rinner
strå	tenner
derhenne	vekk
svar	tjene
forsvinner	sal
potteskår	blundet
tårne	sky
1914-SONETTENE	døde
vil	strekk
øer	mylder
fjorden	vell
leder	bringe
hakker	vil
skjær	ving
form	skrud
gater	blomstertrær
dåp	rike
ære	natt
hest	frank
levende	stumme
blærer	flukt
til	brede
klirrer	omkring
går	staven
lett	vente
duger	taremadrass
trekk	lakeien
ild	tørn
stor	kåret
varmt	kirken
presteskrud	fornemme
deg	brede
sport'n	sanger
forstandig	venn
skjød	lyse
ferden	av
leser	tall
drømmer	ler
dommer	død
skjer	jord
brød	ord
eng	dommer
hule	bærer
givet	vei
rå	sang
helsebot	fjelle
herredom	milevidt
inne	strekk
furet	by
dans	seil
stort	vår
farvel	like
små	vått
fred	himmel
våres	vær
brenner	Fortell
borde	planker
stå	hørte
høy	alene
kronet	påskemorgenrøden
hær	nattelosji
kleggen	liv
raser	drev
snøre	fremmer
nord	flu
kvad	pol
spinn	drømme
bo	søylerader
luer	skarlagen
underfull	vind
næring	flid
tarv	forglemt
gjøde	bære
barm	blunde
alle	is
gjetter	sinn
bod	jages
av	deg
solmorgenrøden	vingeslag
beklemt	pest
drage	skjønnhets-velde
skritt	helligdom
forgår	finger
hav	dåd
armt	virken
kveld	akse
lend	ham
masker	har
mørke	blinde
ætt	snarer
klang	C.-sentenser
ende	foregiår
dag	lerker
karriére	ære
høre	tale
leie	lindrer
søndenvindsdrag	milde
ringe	bryst
fjæren	kamp
lever	tobakk
fot	tyst
ånd	mer
han	templet
lerkeslag	pinsefest
tror	brøde
prester	sterk
skar	hverandre
tjene	sår
skrud	liv
larm	jorden
frihets-stevne	skaper-makt
kommer	brenner
trær	slekt
fare	betyr
bris	klipperand
bønn	skavler
glans	sommer
enhver	skyr
gjelder	styrkebelte
munn	bryst
fare	sverd
til	stille
medaljer	tuba
bratte	setning
syn	stier
gavner	går
hevne	tål
fakter	kongestor
lagt	sterk
fugl	krans
fred	dagen
grunner	grav
fugl	kjenner
brenner	kvinne
vinker	dag
skaft	bjelkevegg
strand	døpt
ei	strid
sikkerhet	bringe
våren	røs
blande	klare
buser	full
du	fly
netter	forbi
vinger	verden
god	hele
dør	sender
fordrevet	opsvinge
kryp	harm
lide	nok
mann	velde
sviller	jamre
skikke	embedsskrud
nu	leire
ro	fornemme
vei	side
gjerne	inn
får	vinner
vekst	musikk
drømmer	breder
fullt	gikk
båret	grus
forslår	færre
rundet	døv
luften	blinde
fornemmer	er
skaut	hullet
branne	seiersgløden
landliggedag	oljekleshyrer
rygge	med
datt	dansen
urørt	evighetsro
bør	blomsterknippe
røde	kummerfull
breder	fortrolig
gjorde	på
lo	ord
lyd	kårer
fjord	runding
dag	forynger
ikke	pjalter
aske	stake
såret	brann
sprang	spott
sjel	hånd
fange	grav
igang	spor
sted	lover
mor	båret
ørn	mod
sogn	fiske
slekt	forgjeves
aber	blomsterbakker
våren	jag
lys	vanger
fornekte	frede
blunde	legerot
lykke	gull
hit	igjen
veie	derover
satte	dikt
bønn	klynken
stanger	horn
brede	fargespill
lønner	ordensbånd
overalt	hær
bryst	savn
avenyer	landet
bød	knippe
evner	nød
tønner	pryd
glemmes	skjær
store	små
fjerner	søm
mitt	fellen
før	forårsfest
skygger	hvelv
ve	sjelebod
støy	fløt
skrei	lover
befolkning	funnet
inn	muld
første	tjærepappen
grav	rører
avskjedsklager	tone
stund	blikke
venn	fordrevet
med	gull
dag	ber
trekk	vind
Gud	skje
snorer	fanger
flytter	sjel
målet	eim
goder	furer
frihets-pakten	vilje
menneskestemmer	sønn
se	låt
hørte	nøden
gård	under
Bø	ende
ånd	id
forstår	fjernet
forvisst	strand
øy	Reine
sted	form
spenning	fugl
fler	trette
stene	kleber
lå	grus
årer	ut
matt	støvet
hører	bro
glans	tonevellet
brann	bære
kredense	forlatt
hu	bort
stad	drikke
ånd	meg
rapporten	får
båren	anemoner
skogen	verge
kaller	natt
bol	slåss
stiene	snore
ned	muren
sne	kloss
grunne	besvær
sletten	ånden
katedral	øde
like	vender
vise	legedom
ned	brann
drøm	døgnene
ideal	egne
los	igjen
fryd	verk
år	fabrikk
hu	ånd
lett	folk
ris	skjønne
glede	bønn
spor	vann
lag	fjelle
svenne	tukt
vandring	leskedrikker
hus	spill
vannet	sjel
hjem	bord
bårer	ut
former	forvandling
breder	selv
skatten	klo
selv	salmen
høst	graneholt
vårt	spor
nå	finnes
forfektere	forgapelse
for	flyr
fred	venn
tang	ny
øde	se
vind	kjenner
hen	klut
hender	ferden
tinder	stønn
kjær	menn
lend	befaling
dog	bøye
klokkeklemt	klok
trøst	Nasareer
dag	drønner
støv	jord
snar	små
skoger	vår
vender	dale
siden	idag
vang	sal
nær	tåle
kjærlighet	sjel
blodet	omkring
vendt	vinger
stund	hette
sorg	hen
natten	hånd
meldt	lik
verd	strand
brønn	flor
nådde	dessverre
brann	hente
munn	øyet
avsted	ild
kroner	innesperre
kleggen	bliv
siden	tak
blå	glede
barmen	blund
strand	ubendig
broer	kor
flammemunn	gry
kongetroner	glans
vender	tinder
sommerkveld	med
miskunne	hit
brønnen	evighetsro
vugger	krans
hilder	an
munne	dårefakter
troner	selv
klynger	sinn
teller	gå
finne	attrå
fred	vern
gruen	huset
toppe	tager
ve	frukt
under	Wergeland
aleine	kirkesti
herfra	skjønn
nord	Hermonjetten
støvet	toner
skatte	stjerner
grenser	planer
vove	kveld
kastanjen	Algir
jeg	sus
villhet	tro
kommer	død
vant	synet
skrekk	ensom
kanne	drikk
tilstede	derinn
bord	gleder
laks	rette
slumret	stunder
bærer	fjerner
farer	stund
navn	selv
minner	lider
selv	halmen
gaster	førte
kraft	eik
stort	inn
stå	stand
venn	vunde
kamp	mer
rene	bro
streng	kveder
strid	bane
gli	lykke
hjem	nu
øye	flod
bever	støv
brus	forandret
store	lønn
ætten	fjell
bange	forakte
sneen	verre
snor	kjempegirlandre
ikke	han
gry	begravet
norm	dør
skue	blod
stopp	skum
tenner	raseri
hender	sitt
ramme	ånd
omkring	reir
svaret	ett
fornyer	håner
ness	haver
gru	tindret
svenn	pil
gys	spinn
neste	fare
hvilte	grå
vann	runer
skue	mod
Fortell	bolig
forløst	fred
hen	luft
rop	sier
lagt	stund
klar	topp
selv	øyelågsvingen
flukt	lunden
venninne	hei
trekk	alene
lykke	skulle
kue	herrer
stride	sort
faller	stål
krysser	tenner
Jalta	vikingery
varmer	skjønn
bevarer	skaft
ildnes	høre
bue	breder
vind	dyr
vektere	fortapelse
forstøte	krigen
dans	svever
plogen	favn
mer	blommer
feller	styrkebelte
drømmer	larm
mann	tolket
hall	orde
blond	fri
natt	stillhet
makten	øre
rør	spor
en	lagt
kjerte	normer
øyne	jord
kontinenter	tie
danserinner	kongemakt
klynken	kravler
ridderslaget	rand
brann	velde
døden	by
skuer	døden
synge	tiggerskare
fører	spinn
ætt	vrede
krans	hender
orv	skjå
nord	luer
hjerte	mer
vrede	vil
trett	brannen
den	hjerte
land	skritt
demper	stammer
sønner	frender
streder	flukt
stuss	skjer
ris	fører
få	grus
frem	nær
raver	mann
elende	ånd
spor	solskinnsglans
grunn	aftenrøden
land	hvileplett
fortolkning	støv
tro	breder
jord	bo
han	møte
nok	sivet
går	sang
ramp	Proletaren
spioner	søker
stor	hus
år	ene
møy	bryst
dere	gull
gudskjetakk	sterk
iblandt	byen
fabrikk	sydvesten
ett	dåp
kammer	skrik
himmel	tinder
flagg	grått
flamme	rørte
strå	li
garn	skjer
maskiner	støvet
venn	skikke
enger	menneskedyr
klinge	brande
hav	inn
fare	står
lemmer	lender
favn	plass
rider	sti
før	takk
øde	svar
slår	bever
mitt	tuppen
utkåren	lik
meier	bre
så	være
frekkhet	stang
juleskikk	huset
slott	passiar
folkevett	jevne
kvedet	øyet
svart	fjæren
mann	gjest
ørkenbunn	gry
fugl	brott
ord	Dyre
dag	Ene
nær	vandre
blåsten	bølgedans
bort	lå
lang	hildring
tronen	ve
skabningsstigen	inn
med	jo
tidde	jorden
paragrafer	mann
dør	grunn
slår	krenket
får	and
slukket	skikke
hermet	glugg
skrevet	bud
tak	himlen
en	sterk
ny	den
bringer	mindre
flyter	syn
dalet	lister
tett	gror
seiling	vil
ben	frem
hjemme	bor
hu	året
bryggen	hav
karusell	igjen
gale	kor
klar	vinger
buser	ull
rett	minner
jammer	står
stevner	kraft
henger	spår
sol	slåss
vang	dal
stum	strømmer
salme	blomstersjeler
rein	trygg
kåret	brann
bok	loss
månegull	lagt
sinn	satt
svenne	strå
krypet	fred
finne	nær
drømmer	løfter
boller	kopp
forsøtes	møtes
regnvannsrenner	zinken
vare	bud
beklemt	veninder
dåp	lyder
trinn	tak
rede	skodde
sette	plass
løvet	sang
munn	det
sluser	vred
byer	melde
enger	gang
lød	skare
dyr	vår
forlatte	gjel
makter	spor
rundet	her
master	rørte
øyet	lider
skatt	savn
svinger	sprut
skinn	dyr
fest	kalle
sola	laks
gress	snor
forlener	mot
forakt	tindre
ned	smal
under	tale
minner	fjord
forbi	munn
hører	glemt
lønn	slaget
offerlund	gjære
himmelbrød	makt
Røst	fredet
ut	forskrekker
pretorer	anger
omkull	jern
flammesvelg	ild
drikke	se
hviner	troner
ro	braket
hender	morgengry
svøpe	bukten
stråtak-hytte	stol
lyn	odde
kjenne	ny
SANG	rand
varmen	tam
bygde	omsider
tronen	forøker
lå	gåde
bunn	kyst
prester	nød
flukt	øde
land	forsvinner
løvehale	favn
feller	glad
bar	kår
gårder	myr
slang	gjaldt
1914-SONETTENE	kommer
kan	hele
lukket	hendt
is	sinn
henger	regn
lenket	matt
lykkestunder	ga
rickshawhjul	hest
vandrer	fortelle
tanker	anker
bord	bøyd
alterflammen	hjem
blikk	hang
drøm	selv
lyst	ømme
hav	barmhjertighet
flamme	skritt
fot	bølger
dvalen	klippegrunn
svare	en
send	mor
orm	strømmer
kropp	sei
skinn	hus
forsvunnet	skilles
blå	kroner
vind	dypet
øre	gjemmer
mod	fornøden
bro	solmorgenrøden
vei	skikke
én	miner
riker	Jesu
sus	haver
blærer	produkt
mildt	så
strander	bukter
små	hus
mann	hjemme
svek	bjerge
opp	himmelblått
glad	helte
vest	talte
klippestrimmel	blues
fange	speilet
vrå	finnes
inn	sover
tegn	lyde
inn	trette
hørte	høye
klang	kviden
havet	brast
blind	bever
klar	avgrundsskinn
lire	lansesvinger
29,8	ord
år	svenne
lang	godt
ro	inn
mann	bøyet
svant	pile
staver	hud
glede	rede
føden	bukt
dere	døden
mål	løfter
stort	over
om	farvel
møtes	flu
sinn	runding
fikk	gry
tukt	lange
leie	beredt
boller	opp
herdebred	sitter
bo	hjorder
gaten	sjøgangsben
rett	flod
skatte	gull
grenser	aner
hav	sagt
klippe	sne
trygge	ro
barn	forårsfest
fornemme	ei
grøde	tror
skjød	skrekk
menn	drikke
gry	skinner
inne	mor
tårer	skikk
rast	broderskare
dale	Harmen
neier	muld
ei	foregiår
stav	glede
slik	døden
sturen	hopp
grense	natt
skafott	hveser
herskermakt	garn
gå	åpenbaret
lenket	natt
havet	grenser
knekke	dom
blod	jages
går	frihets-stevne
sydvesten	strak
agn	..
vant	brynet
dem	lunge
armer	skjå
vrå	munn
ferd	drikk
program	stake
båret	hus
verd	mål
danserinner	have
øye	spår
menn	barde
lommen	mynt
luft	døre
før	varetekt
tilbake	kommer
røst	revner
var	faner
fjord	lodden
dekke	vinger
været	små
strøm	truet
bort	sten
rett	...
spente	hær
bryn	inn
vær	støtt
strenge	munn
skipper	havn
norm	klør
latter	favn
nypetorn	din
skyen	rigger
trærne	huser
seilet	bukken
vår	straks
døre	ei
bakker	hinker
strand	evigheten
blevet	opsvinge
av	leie
åndedrag	gigant
terminer	bank
hård	klar
lander	frukter
vidunder	blomstersyn
kveld	strømmer
svinner	gjemme
kår	oss
hav	lavt
fatt	leketøyjolle
mile	land
på	blott
luften	meg
tømte	dukket
sted	trell
pupiller	gull
hus	vill
gjester	vé
tilbake	slep
se	dommersprog
gå	stand
lengte	omkring
tro	billedvev
tilsist	gjemt
du	den
vinger	ham
krigen	grense
høvedsmann	rett
jeg	vil
drømmer	blommer
forstå	igjen
nok	livet
flasker	haller
tanker	aftenrøde
fosforkammer	saltet
skarer	tilrette
går	færre
ille	skatter
alene	fløt
stene	rand
verd	hjerte
hånd	jord
dagen	stengt
flyr	ringer
snor	vandre
død	bringe
hjem	nær
øyet	fjord
guddomsmakt	verk
norskhetslære	dikter
brenner	ve
begynner	når
snor	topp
ren	led
aftenvei	godnatt
ikke	bløde
sommer	dette
sølvertoner	klinge
inn	eik
råder	verden
virrer	hære
ned	bever
kast	blomst
fred	rørte
to	nært
faste	grunn
akkord	hode
tjæren	kamp
løfter	breder
diamanter	hever
lett	vann
kor	går
luft	forandrer
hai	grisk
kår	trell
baut	ned
hviler	gjør
ferdig	engang
gang	snare
prise	forfekter
døde	vind
minner	vinker
lys	skritt
mitt	kvelden
slag	hule
alt	lykke
hopp	sammen
sønn	ned
sjel	minner
mer	lytte
terning	deler
kvesse	penn
tid	andre
lik	ombord
frem	strømmer
fritt	skrud
demme	rus
slett	jevne
hugge	tann
smake	bunn
av	lavt
fanger	spår
hannen	kne
fremme	Prag
strander	ly
er	brud
strid	forklaret
stille	år
frem	lever
blå	havet
døden	kveld
ord	hus
drysser	meg
munn	dele
fløtes	land
blest	trygg
vei	unge
bil	ler
Redselsslagne	lagt
mål	horn
kjed	mild
kyser	hvitt
evighetsbånd	ord
smil	visste
såmann	bodde
knuger	sprenger
rop	klør
stund	penn
skulder	synet
dør	duft
beskytter	skrik
røtter	art
svar	havn
slaver	viser
kommer	skikk
sprog	gjerne
høvelspån	mahognibeis
vende	bølgeleier
gjeld	visst
rett	finne
fjæren	stamp
vind	strengeleik
pris	Baal
sorgbetynget	sjakter
gryr	folkeslag
krypet	bygger
her	gi
favn	skar
vekst	favn
bønner	frender
blidt	være
hist	holdt
trenger	inn
ånd	deg
makt	hynder
stod	tilgode
sagt	våren
vei	kjenner
putrer	flak
frem	vær
fornemmer	hender
tone	huset
II	kaller
tre	låt
forfekte	lede
eder	hemmer
bygges	bud
gjelder	stand
bundet	flukt
geseller	slam
jord	lære
hjemme	dag
beiler	skjer
byen	ligger
stå	dem
hen	offerild
pløye	må
viden	spott
mot	lam
tilbake	rull
prest	stemme
derinne	ære
kolde	gry
håpe	vold
plage	drømmer
fortrolig	god
blund	lam
munn	fornøyet
strengeklang	rører
engang	øre
himmel	sand
godt	marmorflater
ord	synger
straks	med
vrede	brenner
strakt	skuten
ånder	ro
tilbake	hvor
igjen	virken
ånd	fred
oktoberdag	fri
lav	ringe
makt	hender
flamme	slukkes
fot	blikk
stopp	fylles
Soldaten	sans
norskhetslære	svikter
bringer	ve
grunn	vil
folket	herre
land	luner
mare	ingenlunde
fjelle	bort
toppe	hjertelag
land	ned
tårer	gåde
kun	hen
lyd	lagt
øye	vred
vin	slavemoral
blunder	skuer
henger	egn
granne	drikk
ærend	båt
time	borg
ripen	flu
fred	norden
makt	Halden
smykke	skulle
gnaver	slavemoral
natt	går
strømme	ord
stille	fabrikk
vandre	synet
slår	prest
samme	Cæsarea
vender	nu
stamme	gror
høst	flu
steder	hjem
grøde	gull
vektere	forgapelse
vrå	grunn
hviner	skinn
sønner	nøden
gulv	eik
rammer	vind
smil	melodi
Jerusalem	besvær
stunder	kan
kravet	enser
svanebryst	så
stad	haller
gjøde	mer
ende	blå
blikk	tæret
år	sorg
tro	plikter
hvit	ny
lede	fred
salighet	blod
mann	sang
skritt	bære
flokk	by
mange	heltedåd
myr	år
venn	får
behag	flukt
tak	stå
kjenne	snare
lege	vanker
gjest	stemme
billedtale	ubegrenset
gynger	sluk
vrimmel	lagt
fiskerånd	rad
dans	krever
skikke	kvarter
tavleskrifter	bud
tilbake	gull
sterk	land
trang	sjelen
imperiet	Henderson
stolte	hæl
viden	kall
sådd	funnet
tenker	gry
trenger	hende
truer	dagen
gang	tanker
klinge	pris
blikk	fortaptes
brann	synger
synd	Gud
sjø	trygd
trang	bro
sjø	lyd
løfter	larm
vaner	sinn
brøde	Gud
strand	fortæring
månen	stjernebilder
kan	oppe
bue	dans
side	vender
forstand	minne
svinner	rider
ordner	drøm
smilte	yes
binder	falt
kluss	kull
ånd	forklaret
eie	blod
fangst	rykter
sunne	dårefakter
beregnet	inn
by	kval
ord	mer
hernede	strøm
snorer	kledt
lengte	ting
sinn	strender
med	dom
lyd	sterk
grein	ære
bord	vann
lutt	brynde
verdensstat	flere
bjelkelag	golvet
sne	streker
kranselag	meget
pakt	nær
hever	munn
hell	plogen
dale	savn
tide	sort
forbanne	grunn
tilsist	trall
storm	klør
tidlig	full
vred	rammet
ømme	sak
kveld	alarm
befaling	ham
veg	tilbakelagt
sprekk	gull
melodi	se
vinge	lue
tinder	tindekrans
paragrafer	eier
støv	dikt
dag	kort
indre	røre
pynt	dugg
tilhest	lenker
øye	kraft
makt	hindre
Bolt	dag
folke-esse	hen
smil	mer
ned	nag
lyd	tårer
filler	kåret
vis	Baal
magneten	brande
naturen	smykke
dypet	fred
snar	få
duft	barne-sanne
lagt	gudskjetakk
master	bønner
juletider	netter
ombord	forsvinner
slekt	stråler
skikke	luet
tryllebeger	fantasier
sådd	runnet
synge	klo
rigger	toller
fjerne	styrke
før	hvile
øyet	ror
sang	sildring
broderrett	stund
sist	strand
gråt	klippekrå
æoner	fødes
drakt	ny
vred	han
ord	planker
strid	åpenbaret
stå	vann
rar	yrke
ett	snor
lam	spott
tale	svermeri
gavn	lide
på	grunn
pastell	daler
forklare	grunn
skrives	trell
